mode	category	task_name	policy_name	score
pvp	item	curriculum/Task_HarvestItem_(item:Runes_level:3_quantity:20)_reward_to:agent	learner	0.000000
pvp	item	curriculum/Task_HarvestItem_(item:Runes_level:3_quantity:20)_reward_to:agent	takeru_100M	0.002530
pvp	item	curriculum/Task_HarvestItem_(item:Runes_level:3_quantity:20)_reward_to:agent	takeru_200M	0.005585
pvp	item	curriculum/Task_HarvestItem_(item:Runes_level:3_quantity:20)_reward_to:agent	takeru_25M	0.000270
pvp	item	curriculum/Task_HarvestItem_(item:Runes_level:3_quantity:20)_reward_to:agent	takeru_50M	0.001159
pvp	item	curriculum/Task_HarvestItem_(item:Runes_level:3_quantity:20)_reward_to:agent	yaofeng_100M	0.021798
pvp	item	curriculum/Task_HarvestItem_(item:Runes_level:3_quantity:20)_reward_to:agent	yaofeng_200M	0.030903
pvp	item	curriculum/Task_HarvestItem_(item:Runes_level:3_quantity:20)_reward_to:agent	yaofeng_25M	0.005634
pvp	item	curriculum/Task_HarvestItem_(item:Runes_level:3_quantity:20)_reward_to:agent	yaofeng_50M	0.008248
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:1_quantity:20)_reward_to:agent	baseline_10M	0.062851
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:1_quantity:20)_reward_to:agent	learner	0.004881
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:1_quantity:20)_reward_to:agent	takeru_100M	0.136648
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:1_quantity:20)_reward_to:agent	takeru_200M	0.167312
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:1_quantity:20)_reward_to:agent	takeru_25M	0.092049
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:1_quantity:20)_reward_to:agent	takeru_50M	0.127275
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:1_quantity:20)_reward_to:agent	yaofeng_100M	0.284616
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:1_quantity:20)_reward_to:agent	yaofeng_200M	0.391964
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:1_quantity:20)_reward_to:agent	yaofeng_25M	0.166134
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:1_quantity:20)_reward_to:agent	yaofeng_50M	0.241427
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:3_quantity:20)_reward_to:agent	baseline_10M	0.000000
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:3_quantity:20)_reward_to:agent	learner	0.000000
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:3_quantity:20)_reward_to:agent	takeru_100M	0.001656
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:3_quantity:20)_reward_to:agent	takeru_200M	0.003967
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:3_quantity:20)_reward_to:agent	takeru_25M	0.001371
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:3_quantity:20)_reward_to:agent	takeru_50M	0.002048
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:3_quantity:20)_reward_to:agent	yaofeng_100M	0.023147
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:3_quantity:20)_reward_to:agent	yaofeng_200M	0.024004
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:3_quantity:20)_reward_to:agent	yaofeng_25M	0.009361
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:3_quantity:20)_reward_to:agent	yaofeng_50M	0.019212
pvp	market	curriculum/Task_CountEvent_(event:BUY_ITEM_N:20)_reward_to:agent	baseline_10M	0.045111
pvp	market	curriculum/Task_CountEvent_(event:BUY_ITEM_N:20)_reward_to:agent	learner	0.001000
pvp	market	curriculum/Task_CountEvent_(event:BUY_ITEM_N:20)_reward_to:agent	takeru_100M	0.190428
pvp	market	curriculum/Task_CountEvent_(event:BUY_ITEM_N:20)_reward_to:agent	takeru_200M	0.270005
pvp	market	curriculum/Task_CountEvent_(event:BUY_ITEM_N:20)_reward_to:agent	takeru_25M	0.163176
pvp	market	curriculum/Task_CountEvent_(event:BUY_ITEM_N:20)_reward_to:agent	takeru_50M	0.089512
pvp	market	curriculum/Task_CountEvent_(event:BUY_ITEM_N:20)_reward_to:agent	yaofeng_100M	0.434385
pvp	market	curriculum/Task_CountEvent_(event:BUY_ITEM_N:20)_reward_to:agent	yaofeng_200M	0.590321
pvp	market	curriculum/Task_CountEvent_(event:BUY_ITEM_N:20)_reward_to:agent	yaofeng_25M	0.306689
pvp	market	curriculum/Task_CountEvent_(event:BUY_ITEM_N:20)_reward_to:agent	yaofeng_50M	0.284202
pvp	market	curriculum/Task_CountEvent_(event:EARN_GOLD_N:20)_reward_to:agent	baseline_10M	0.024527
pvp	market	curriculum/Task_CountEvent_(event:EARN_GOLD_N:20)_reward_to:agent	learner	0.000833
pvp	market	curriculum/Task_CountEvent_(event:EARN_GOLD_N:20)_reward_to:agent	takeru_100M	0.214641
pvp	market	curriculum/Task_CountEvent_(event:EARN_GOLD_N:20)_reward_to:agent	takeru_200M	0.255861
pvp	market	curriculum/Task_CountEvent_(event:EARN_GOLD_N:20)_reward_to:agent	takeru_25M	0.160177
pvp	market	curriculum/Task_CountEvent_(event:EARN_GOLD_N:20)_reward_to:agent	takeru_50M	0.107378
pvp	market	curriculum/Task_CountEvent_(event:EARN_GOLD_N:20)_reward_to:agent	yaofeng_100M	0.365094
pvp	market	curriculum/Task_CountEvent_(event:EARN_GOLD_N:20)_reward_to:agent	yaofeng_200M	0.509043
pvp	market	curriculum/Task_CountEvent_(event:EARN_GOLD_N:20)_reward_to:agent	yaofeng_25M	0.340367
pvp	market	curriculum/Task_CountEvent_(event:EARN_GOLD_N:20)_reward_to:agent	yaofeng_50M	0.293043
pvp	market	curriculum/Task_EarnGold_(amount:100)_reward_to:agent	baseline_10M	0.100294
pvp	market	curriculum/Task_EarnGold_(amount:100)_reward_to:agent	learner	0.010056
pvp	market	curriculum/Task_EarnGold_(amount:100)_reward_to:agent	takeru_100M	0.322551
pvp	market	curriculum/Task_EarnGold_(amount:100)_reward_to:agent	takeru_200M	0.400283
pvp	market	curriculum/Task_EarnGold_(amount:100)_reward_to:agent	takeru_25M	0.274968
pvp	market	curriculum/Task_EarnGold_(amount:100)_reward_to:agent	takeru_50M	0.236550
pvp	market	curriculum/Task_EarnGold_(amount:100)_reward_to:agent	yaofeng_100M	0.588224
pvp	market	curriculum/Task_EarnGold_(amount:100)_reward_to:agent	yaofeng_200M	0.689052
pvp	market	curriculum/Task_EarnGold_(amount:100)_reward_to:agent	yaofeng_25M	0.392607
pvp	market	curriculum/Task_EarnGold_(amount:100)_reward_to:agent	yaofeng_50M	0.460254
pvp	market	curriculum/Task_HoardGold_(amount:100)_reward_to:agent	baseline_10M	0.078869
pvp	market	curriculum/Task_HoardGold_(amount:100)_reward_to:agent	learner	0.017533
pvp	market	curriculum/Task_HoardGold_(amount:100)_reward_to:agent	takeru_100M	0.275272
pvp	market	curriculum/Task_HoardGold_(amount:100)_reward_to:agent	takeru_200M	0.327623
pvp	market	curriculum/Task_HoardGold_(amount:100)_reward_to:agent	takeru_25M	0.192490
pvp	market	curriculum/Task_HoardGold_(amount:100)_reward_to:agent	takeru_50M	0.185439
pvp	market	curriculum/Task_HoardGold_(amount:100)_reward_to:agent	yaofeng_100M	0.519819
pvp	market	curriculum/Task_HoardGold_(amount:100)_reward_to:agent	yaofeng_200M	0.610216
pvp	market	curriculum/Task_HoardGold_(amount:100)_reward_to:agent	yaofeng_25M	0.370272
pvp	market	curriculum/Task_HoardGold_(amount:100)_reward_to:agent	yaofeng_50M	0.391249
pvp	market	curriculum/Task_MakeProfit_(amount:100)_reward_to:agent	baseline_10M	0.073774
pvp	market	curriculum/Task_MakeProfit_(amount:100)_reward_to:agent	learner	0.006452
pvp	market	curriculum/Task_MakeProfit_(amount:100)_reward_to:agent	takeru_100M	0.255990
pvp	market	curriculum/Task_MakeProfit_(amount:100)_reward_to:agent	takeru_200M	0.329239
pvp	market	curriculum/Task_MakeProfit_(amount:100)_reward_to:agent	takeru_25M	0.201897
pvp	market	curriculum/Task_MakeProfit_(amount:100)_reward_to:agent	takeru_50M	0.146389
pvp	market	curriculum/Task_MakeProfit_(amount:100)_reward_to:agent	yaofeng_100M	0.514438
pvp	market	curriculum/Task_MakeProfit_(amount:100)_reward_to:agent	yaofeng_200M	0.604743
pvp	market	curriculum/Task_MakeProfit_(amount:100)_reward_to:agent	yaofeng_25M	0.364139
pvp	market	curriculum/Task_MakeProfit_(amount:100)_reward_to:agent	yaofeng_50M	0.360972
pvp	skill	curriculum/Task_AttainSkill_(skill:Alchemy_level:10_num_agent:1)_reward_to:agent	baseline_10M	0.008304
pvp	skill	curriculum/Task_AttainSkill_(skill:Alchemy_level:10_num_agent:1)_reward_to:agent	learner	0.000000
pvp	skill	curriculum/Task_AttainSkill_(skill:Alchemy_level:10_num_agent:1)_reward_to:agent	takeru_100M	0.028821
pvp	skill	curriculum/Task_AttainSkill_(skill:Alchemy_level:10_num_agent:1)_reward_to:agent	takeru_200M	0.050271
pvp	skill	curriculum/Task_AttainSkill_(skill:Alchemy_level:10_num_agent:1)_reward_to:agent	takeru_25M	0.012626
pvp	skill	curriculum/Task_AttainSkill_(skill:Alchemy_level:10_num_agent:1)_reward_to:agent	takeru_50M	0.025284
pvp	skill	curriculum/Task_AttainSkill_(skill:Alchemy_level:10_num_agent:1)_reward_to:agent	yaofeng_100M	0.065957
pvp	skill	curriculum/Task_AttainSkill_(skill:Alchemy_level:10_num_agent:1)_reward_to:agent	yaofeng_200M	0.109659
pvp	skill	curriculum/Task_AttainSkill_(skill:Alchemy_level:10_num_agent:1)_reward_to:agent	yaofeng_25M	0.041289
pvp	skill	curriculum/Task_AttainSkill_(skill:Alchemy_level:10_num_agent:1)_reward_to:agent	yaofeng_50M	0.046177
pvp	skill	curriculum/Task_AttainSkill_(skill:Carving_level:10_num_agent:1)_reward_to:agent	baseline_10M	0.019302
pvp	skill	curriculum/Task_AttainSkill_(skill:Carving_level:10_num_agent:1)_reward_to:agent	learner	0.000000
pvp	skill	curriculum/Task_AttainSkill_(skill:Carving_level:10_num_agent:1)_reward_to:agent	takeru_100M	0.032633
pvp	skill	curriculum/Task_AttainSkill_(skill:Carving_level:10_num_agent:1)_reward_to:agent	takeru_200M	0.041394
pvp	skill	curriculum/Task_AttainSkill_(skill:Carving_level:10_num_agent:1)_reward_to:agent	takeru_25M	0.025375
pvp	skill	curriculum/Task_AttainSkill_(skill:Carving_level:10_num_agent:1)_reward_to:agent	takeru_50M	0.018111
pvp	skill	curriculum/Task_AttainSkill_(skill:Carving_level:10_num_agent:1)_reward_to:agent	yaofeng_100M	0.077422
pvp	skill	curriculum/Task_AttainSkill_(skill:Carving_level:10_num_agent:1)_reward_to:agent	yaofeng_200M	0.081802
pvp	skill	curriculum/Task_AttainSkill_(skill:Carving_level:10_num_agent:1)_reward_to:agent	yaofeng_25M	0.051030
pvp	skill	curriculum/Task_AttainSkill_(skill:Carving_level:10_num_agent:1)_reward_to:agent	yaofeng_50M	0.057017
pvp	skill	curriculum/Task_AttainSkill_(skill:Fishing_level:10_num_agent:1)_reward_to:agent	baseline_10M	0.020537
pvp	skill	curriculum/Task_AttainSkill_(skill:Fishing_level:10_num_agent:1)_reward_to:agent	learner	0.000000
pvp	skill	curriculum/Task_AttainSkill_(skill:Fishing_level:10_num_agent:1)_reward_to:agent	takeru_100M	0.065470
pvp	skill	curriculum/Task_AttainSkill_(skill:Fishing_level:10_num_agent:1)_reward_to:agent	takeru_200M	0.091478
pvp	skill	curriculum/Task_AttainSkill_(skill:Fishing_level:10_num_agent:1)_reward_to:agent	takeru_25M	0.040918
pvp	skill	curriculum/Task_AttainSkill_(skill:Fishing_level:10_num_agent:1)_reward_to:agent	takeru_50M	0.044405
pvp	skill	curriculum/Task_AttainSkill_(skill:Fishing_level:10_num_agent:1)_reward_to:agent	yaofeng_100M	0.122790
pvp	skill	curriculum/Task_AttainSkill_(skill:Fishing_level:10_num_agent:1)_reward_to:agent	yaofeng_200M	0.178729
pvp	skill	curriculum/Task_AttainSkill_(skill:Fishing_level:10_num_agent:1)_reward_to:agent	yaofeng_25M	0.080075
pvp	skill	curriculum/Task_AttainSkill_(skill:Fishing_level:10_num_agent:1)_reward_to:agent	yaofeng_50M	0.102572
pvp	skill	curriculum/Task_AttainSkill_(skill:Herbalism_level:10_num_agent:1)_reward_to:agent	baseline_10M	0.015421
pvp	skill	curriculum/Task_AttainSkill_(skill:Herbalism_level:10_num_agent:1)_reward_to:agent	learner	0.000000
pvp	skill	curriculum/Task_AttainSkill_(skill:Herbalism_level:10_num_agent:1)_reward_to:agent	takeru_100M	0.060674
pvp	skill	curriculum/Task_AttainSkill_(skill:Herbalism_level:10_num_agent:1)_reward_to:agent	takeru_200M	0.075072
pvp	skill	curriculum/Task_AttainSkill_(skill:Herbalism_level:10_num_agent:1)_reward_to:agent	takeru_25M	0.043868
pvp	skill	curriculum/Task_AttainSkill_(skill:Herbalism_level:10_num_agent:1)_reward_to:agent	takeru_50M	0.041770
pvp	skill	curriculum/Task_AttainSkill_(skill:Herbalism_level:10_num_agent:1)_reward_to:agent	yaofeng_100M	0.133026
pvp	skill	curriculum/Task_AttainSkill_(skill:Herbalism_level:10_num_agent:1)_reward_to:agent	yaofeng_200M	0.135593
pvp	skill	curriculum/Task_AttainSkill_(skill:Herbalism_level:10_num_agent:1)_reward_to:agent	yaofeng_25M	0.086847
pvp	skill	curriculum/Task_AttainSkill_(skill:Herbalism_level:10_num_agent:1)_reward_to:agent	yaofeng_50M	0.096312
pvp	skill	curriculum/Task_AttainSkill_(skill:Mage_level:10_num_agent:1)_reward_to:agent	baseline_10M	0.049943
pvp	skill	curriculum/Task_AttainSkill_(skill:Mage_level:10_num_agent:1)_reward_to:agent	learner	0.003677
pvp	skill	curriculum/Task_AttainSkill_(skill:Mage_level:10_num_agent:1)_reward_to:agent	takeru_100M	0.106222
pvp	skill	curriculum/Task_AttainSkill_(skill:Mage_level:10_num_agent:1)_reward_to:agent	takeru_200M	0.137276
pvp	skill	curriculum/Task_AttainSkill_(skill:Mage_level:10_num_agent:1)_reward_to:agent	takeru_25M	0.066912
pvp	skill	curriculum/Task_AttainSkill_(skill:Mage_level:10_num_agent:1)_reward_to:agent	takeru_50M	0.078119
pvp	skill	curriculum/Task_AttainSkill_(skill:Mage_level:10_num_agent:1)_reward_to:agent	yaofeng_100M	0.280781
pvp	skill	curriculum/Task_AttainSkill_(skill:Mage_level:10_num_agent:1)_reward_to:agent	yaofeng_200M	0.296815
pvp	skill	curriculum/Task_AttainSkill_(skill:Mage_level:10_num_agent:1)_reward_to:agent	yaofeng_25M	0.164111
pvp	skill	curriculum/Task_AttainSkill_(skill:Mage_level:10_num_agent:1)_reward_to:agent	yaofeng_50M	0.200478
pvp	skill	curriculum/Task_AttainSkill_(skill:Melee_level:10_num_agent:1)_reward_to:agent	baseline_10M	0.081317
pvp	skill	curriculum/Task_AttainSkill_(skill:Melee_level:10_num_agent:1)_reward_to:agent	learner	0.000000
pvp	skill	curriculum/Task_AttainSkill_(skill:Melee_level:10_num_agent:1)_reward_to:agent	takeru_100M	0.123871
pvp	skill	curriculum/Task_AttainSkill_(skill:Melee_level:10_num_agent:1)_reward_to:agent	takeru_200M	0.119349
pvp	skill	curriculum/Task_AttainSkill_(skill:Melee_level:10_num_agent:1)_reward_to:agent	takeru_25M	0.086019
pvp	skill	curriculum/Task_AttainSkill_(skill:Melee_level:10_num_agent:1)_reward_to:agent	takeru_50M	0.097525
pvp	skill	curriculum/Task_AttainSkill_(skill:Melee_level:10_num_agent:1)_reward_to:agent	yaofeng_100M	0.162525
pvp	skill	curriculum/Task_AttainSkill_(skill:Melee_level:10_num_agent:1)_reward_to:agent	yaofeng_200M	0.170971
pvp	skill	curriculum/Task_AttainSkill_(skill:Melee_level:10_num_agent:1)_reward_to:agent	yaofeng_25M	0.123885
pvp	skill	curriculum/Task_AttainSkill_(skill:Melee_level:10_num_agent:1)_reward_to:agent	yaofeng_50M	0.129219
pvp	skill	curriculum/Task_AttainSkill_(skill:Prospecting_level:10_num_agent:1)_reward_to:agent	baseline_10M	0.007129
pvp	skill	curriculum/Task_AttainSkill_(skill:Prospecting_level:10_num_agent:1)_reward_to:agent	learner	0.000000
pvp	skill	curriculum/Task_AttainSkill_(skill:Prospecting_level:10_num_agent:1)_reward_to:agent	takeru_100M	0.030913
pvp	skill	curriculum/Task_AttainSkill_(skill:Prospecting_level:10_num_agent:1)_reward_to:agent	takeru_200M	0.043354
pvp	skill	curriculum/Task_AttainSkill_(skill:Prospecting_level:10_num_agent:1)_reward_to:agent	takeru_25M	0.017534
pvp	skill	curriculum/Task_AttainSkill_(skill:Prospecting_level:10_num_agent:1)_reward_to:agent	takeru_50M	0.021787
pvp	skill	curriculum/Task_AttainSkill_(skill:Prospecting_level:10_num_agent:1)_reward_to:agent	yaofeng_100M	0.078057
pvp	skill	curriculum/Task_AttainSkill_(skill:Prospecting_level:10_num_agent:1)_reward_to:agent	yaofeng_200M	0.108211
pvp	skill	curriculum/Task_AttainSkill_(skill:Prospecting_level:10_num_agent:1)_reward_to:agent	yaofeng_25M	0.044233
pvp	skill	curriculum/Task_AttainSkill_(skill:Prospecting_level:10_num_agent:1)_reward_to:agent	yaofeng_50M	0.061139
pvp	skill	curriculum/Task_AttainSkill_(skill:Range_level:10_num_agent:1)_reward_to:agent	baseline_10M	0.048516
pvp	skill	curriculum/Task_AttainSkill_(skill:Range_level:10_num_agent:1)_reward_to:agent	learner	0.000000
pvp	skill	curriculum/Task_AttainSkill_(skill:Range_level:10_num_agent:1)_reward_to:agent	takeru_100M	0.107384
pvp	skill	curriculum/Task_AttainSkill_(skill:Range_level:10_num_agent:1)_reward_to:agent	takeru_200M	0.130102
pvp	skill	curriculum/Task_AttainSkill_(skill:Range_level:10_num_agent:1)_reward_to:agent	takeru_25M	0.076453
pvp	skill	curriculum/Task_AttainSkill_(skill:Range_level:10_num_agent:1)_reward_to:agent	takeru_50M	0.081398
pvp	skill	curriculum/Task_AttainSkill_(skill:Range_level:10_num_agent:1)_reward_to:agent	yaofeng_100M	0.145866
pvp	skill	curriculum/Task_AttainSkill_(skill:Range_level:10_num_agent:1)_reward_to:agent	yaofeng_200M	0.187778
pvp	skill	curriculum/Task_AttainSkill_(skill:Range_level:10_num_agent:1)_reward_to:agent	yaofeng_25M	0.135583
pvp	skill	curriculum/Task_AttainSkill_(skill:Range_level:10_num_agent:1)_reward_to:agent	yaofeng_50M	0.141905
pvp	survival	curriculum/Task_TickGE_(num_tick:1024)_reward_to:agent	baseline_10M	0.106365
pvp	survival	curriculum/Task_TickGE_(num_tick:1024)_reward_to:agent	learner	0.033430
pvp	survival	curriculum/Task_TickGE_(num_tick:1024)_reward_to:agent	takeru_100M	0.246154
pvp	survival	curriculum/Task_TickGE_(num_tick:1024)_reward_to:agent	takeru_200M	0.336503
pvp	survival	curriculum/Task_TickGE_(num_tick:1024)_reward_to:agent	takeru_25M	0.181260
pvp	survival	curriculum/Task_TickGE_(num_tick:1024)_reward_to:agent	takeru_50M	0.170122
pvp	survival	curriculum/Task_TickGE_(num_tick:1024)_reward_to:agent	yaofeng_100M	0.523936
pvp	survival	curriculum/Task_TickGE_(num_tick:1024)_reward_to:agent	yaofeng_200M	0.591548
pvp	survival	curriculum/Task_TickGE_(num_tick:1024)_reward_to:agent	yaofeng_25M	0.307280
pvp	survival	curriculum/Task_TickGE_(num_tick:1024)_reward_to:agent	yaofeng_50M	0.415081
