category	task_name	weight	policy_name	mode	seed	count	score
combat	curriculum/Task_DefeatEntity_(agent_type:npc_level:1_num_agent:20)_reward_to:agent	5.555556	yaofeng_100M	pvp	42720373	42	0.304762
combat	curriculum/Task_DefeatEntity_(agent_type:npc_level:1_num_agent:20)_reward_to:agent	5.555556	yaofeng_100M	pvp	47914166	47	0.280851
combat	curriculum/Task_DefeatEntity_(agent_type:npc_level:1_num_agent:20)_reward_to:agent	5.555556	yaofeng_100M	pvp	97868113	45	0.293333
combat	curriculum/Task_DefeatEntity_(agent_type:npc_level:1_num_agent:20)_reward_to:agent	5.555556	yaofeng_100M	pvp	99672462	40	0.312500
combat	curriculum/Task_DefeatEntity_(agent_type:npc_level:1_num_agent:20)_reward_to:agent	5.555556	yaofeng_100M	pvp	99910280	40	0.288750
combat	curriculum/Task_DefeatEntity_(agent_type:npc_level:1_num_agent:20)_reward_to:agent	5.555556	yaofeng_200M	pvp	1	50	0.424000
combat	curriculum/Task_DefeatEntity_(agent_type:npc_level:1_num_agent:20)_reward_to:agent	5.555556	yaofeng_200M	pvp	12196392	51	0.401961
combat	curriculum/Task_DefeatEntity_(agent_type:npc_level:1_num_agent:20)_reward_to:agent	5.555556	yaofeng_200M	pvp	19525770	47	0.327660
combat	curriculum/Task_DefeatEntity_(agent_type:npc_level:1_num_agent:20)_reward_to:agent	5.555556	yaofeng_200M	pvp	28034063	43	0.415116
combat	curriculum/Task_DefeatEntity_(agent_type:npc_level:1_num_agent:20)_reward_to:agent	5.555556	yaofeng_200M	pvp	31128942	52	0.399038
combat	curriculum/Task_DefeatEntity_(agent_type:npc_level:1_num_agent:20)_reward_to:agent	5.555556	yaofeng_200M	pvp	42720373	48	0.334375
combat	curriculum/Task_DefeatEntity_(agent_type:npc_level:1_num_agent:20)_reward_to:agent	5.555556	yaofeng_200M	pvp	47914166	46	0.432609
combat	curriculum/Task_DefeatEntity_(agent_type:npc_level:1_num_agent:20)_reward_to:agent	5.555556	yaofeng_200M	pvp	97868113	50	0.395000
combat	curriculum/Task_DefeatEntity_(agent_type:npc_level:1_num_agent:20)_reward_to:agent	5.555556	yaofeng_200M	pvp	99672462	44	0.289773
combat	curriculum/Task_DefeatEntity_(agent_type:npc_level:1_num_agent:20)_reward_to:agent	5.555556	yaofeng_200M	pvp	99910280	46	0.329348
combat	curriculum/Task_DefeatEntity_(agent_type:npc_level:1_num_agent:20)_reward_to:agent	5.555556	yaofeng_25M	pvp	1	43	0.215116
combat	curriculum/Task_DefeatEntity_(agent_type:npc_level:1_num_agent:20)_reward_to:agent	5.555556	yaofeng_25M	pvp	12196392	47	0.257447
combat	curriculum/Task_DefeatEntity_(agent_type:npc_level:1_num_agent:20)_reward_to:agent	5.555556	yaofeng_25M	pvp	19525770	44	0.222727
combat	curriculum/Task_DefeatEntity_(agent_type:npc_level:1_num_agent:20)_reward_to:agent	5.555556	yaofeng_25M	pvp	28034063	37	0.267568
combat	curriculum/Task_DefeatEntity_(agent_type:npc_level:1_num_agent:20)_reward_to:agent	5.555556	yaofeng_25M	pvp	31128942	44	0.259091
combat	curriculum/Task_DefeatEntity_(agent_type:npc_level:1_num_agent:20)_reward_to:agent	5.555556	yaofeng_25M	pvp	42720373	56	0.192857
combat	curriculum/Task_DefeatEntity_(agent_type:npc_level:1_num_agent:20)_reward_to:agent	5.555556	yaofeng_25M	pvp	47914166	40	0.228750
combat	curriculum/Task_DefeatEntity_(agent_type:npc_level:1_num_agent:20)_reward_to:agent	5.555556	yaofeng_25M	pvp	97868113	46	0.239130
combat	curriculum/Task_DefeatEntity_(agent_type:npc_level:1_num_agent:20)_reward_to:agent	5.555556	yaofeng_25M	pvp	99672462	41	0.247561
combat	curriculum/Task_DefeatEntity_(agent_type:npc_level:1_num_agent:20)_reward_to:agent	5.555556	yaofeng_25M	pvp	99910280	35	0.207143
combat	curriculum/Task_DefeatEntity_(agent_type:npc_level:1_num_agent:20)_reward_to:agent	5.555556	yaofeng_50M	pvp	1	51	0.292157
